Action,HRID,Tars Key,Rate Level,Product,External System Code,External Code,Nb Pax,Tars Key Type,Declared in Systems,Booking Limit
A,HC1P6,,,SMB,WB,J6S,3,,No,No
A,HC1P6,,,SMB,WB,J6S,4,,No,No
A,HC1P6,,,SMB,WB,J6S,5,,No,No
A,HC1P6,,,SMB,WB,J6S,6,,No,No
A,HC1P6,,,SMB,DQ,SMB,1,,No,No
A,HC1P6,,,SMB,DQ,SMB,2,,No,No
A,HC1P6,,,SMB,DQ,SMB,3,,No,No
A,HC1P6,,,SMB,DQ,SMB,4,,No,No
A,HC1P6,,,SMB,DQ,SMB,5,,No,No
A,HC1P6,,,SMB,DQ,SMB,6,,No,No
A,HC1P6,,,SMB,HO,SMB,1,,No,No
A,HC1P6,,,SMB,HO,SMB,2,,No,No
A,HC1P6,,,SMB,HO,SMB,3,,No,No
A,HC1P6,,,SMB,HO,SMB,4,,No,No
A,HC1P6,,,SMB,HO,SMB,5,,No,No
A,HC1P6,,,SMB,HO,SMB,6,,No,No
A,HC1P6,,,SMB,TE,SMB,1,,No,No
A,HC1P6,,,SMB,TE,SMB,2,,No,No
A,HC1P6,,,SMB,TE,SMB,3,,No,No
A,HC1P6,,,SMB,TE,SMB,4,,No,No
A,HC1P6,,,SMB,TE,SMB,5,,No,No
A,HC1P6,,,SMB,TE,SMB,6,,No,No
A,HC1P6,,,TWAEF,1A,E1T,1,,No,No
A,HC1P6,,,TWAEF,1A,E1T,2,,No,No
A,HC1P6,,,TWAEF,1A,E1T,3,,No,No
A,HC1P6,,,TWAEF,AA,E1T,1,,No,No
A,HC1P6,,,TWAEF,AA,E1T,2,,No,No
A,HC1P6,,,TWAEF,AA,E1T,3,,No,No
A,HC1P6,,,TWAEF,UA,E1T,1,,No,No
A,HC1P6,,,TWAEF,UA,E1T,2,,No,No
A,HC1P6,,,TWAEF,UA,E1T,3,,No,No
A,HC1P6,,,TWAEF,TW,E1T,1,,No,No
A,HC1P6,,,TWAEF,TW,E1T,2,,No,No
A,HC1P6,,,TWAEF,TW,E1T,3,,No,No
A,HC1P6,,,TWAEF,WB,E1T,1,,No,No
A,HC1P6,,,TWAEF,WB,E1T,2,,No,No
A,HC1P6,,,TWAEF,WB,E1T,3,,No,No
A,HC1P6,,,TWAEF,DQ,TWAEF,1,,No,No
A,HC1P6,,,TWAEF,DQ,TWAEF,2,,No,No
A,HC1P6,,,TWAEF,DQ,TWAEF,3,,No,No
A,HC1P6,,,TWAEF,HO,TWAEF,1,,No,No
A,HC1P6,,,TWAEF,HO,TWAEF,2,,No,No
A,HC1P6,,,TWAEF,HO,TWAEF,3,,No,No
A,HC1P6,,,TWAEF,TE,TWAEF,1,,No,No
A,HC1P6,,,TWAEF,TE,TWAEF,2,,No,No
A,HC1P6,,,TWAEF,TE,TWAEF,3,,No,No
A,HC1P6,,,S2D,1A,D1T,1,,No,No
A,HC1P6,,,S2D,1A,D1T,2,,No,No
A,HC1P6,,,S2D,AA,D1T,1,,No,No
A,HC1P6,,,S2D,AA,D1T,2,,No,No
A,HC1P6,,,S2D,UA,D1T,1,,No,No
A,HC1P6,,,S2D,UA,D1T,2,,No,No
A,HC1P6,,,S2D,TW,D1T,1,,No,No
A,HC1P6,,,S2D,TW,D1T,2,,No,No
A,HC1P6,,,S2D,WB,D1T,1,,No,No
A,HC1P6,,,S2D,WB,D1T,2,,No,No
A,HC1P6,,,S2D,DQ,S2D,1,,No,No
A,HC1P6,,,S2D,DQ,S2D,2,,No,No
A,HC1P6,,,S2D,HO,S2D,1,,No,No
A,HC1P6,,,S2D,HO,S2D,2,,No,No
A,HC1P6,,,S2D,TE,S2D,1,,No,No
A,HC1P6,,,S2D,TE,S2D,2,,No,No
A,HC1P6,,,DBE,1A,J1K,1,,No,No
A,HC1P6,,,DBE,1A,J1K,2,,No,No
A,HC1P6,,,DBE,AA,J1K,1,,No,No
A,HC1P6,,,DBE,AA,J1K,2,,No,No
A,HC1P6,,,DBE,UA,J1K,1,,No,No
A,HC1P6,,,DBE,UA,J1K,2,,No,No
A,HC1P6,,,DBE,TW,J1K,1,,No,No
A,HC1P6,,,DBE,TW,J1K,2,,No,No
A,HC1P6,,,DBE,WB,J1K,1,,No,No
A,HC1P6,,,DBE,WB,J1K,2,,No,No
A,HC1P6,,,DBE,DQ,DBE,1,,No,No
A,HC1P6,,,DBE,DQ,DBE,2,,No,No
A,HC1P6,,,DBE,HO,DBE,1,,No,No
A,HC1P6,,,DBE,HO,DBE,2,,No,No
A,HC1P6,,,DBE,TE,DBE,1,,No,No
A,HC1P6,,,DBE,TE,DBE,2,,No,No
A,HC1P6,,,SXA,1A,S4S,1,,No,No
A,HC1P6,,,SXA,1A,S4S,2,,No,No
A,HC1P6,,,SXA,1A,S4S,3,,No,No
A,HC1P6,,,SXA,1A,S4S,4,,No,No
A,HC1P6,,,SXA,AA,S4S,1,,No,No
A,HC1P6,,,SXA,AA,S4S,2,,No,No
A,HC1P6,,,SXA,AA,S4S,3,,No,No
A,HC1P6,,,SXA,AA,S4S,4,,No,No
A,HC1P6,,,SXA,UA,S4S,1,,No,No
A,HC1P6,,,SXA,UA,S4S,2,,No,No
A,HC1P6,,,SXA,UA,S4S,3,,No,No
A,HC1P6,,,SXA,UA,S4S,4,,No,No
A,HC1P6,,,SXA,TW,S4S,1,,No,No
A,HC1P6,,,SXA,TW,S4S,2,,No,No
A,HC1P6,,,SXA,TW,S4S,3,,No,No
A,HC1P6,,,SXA,TW,S4S,4,,No,No
A,HC1P6,,,SXA,WB,S4S,1,,No,No
A,HC1P6,,,SXA,WB,S4S,2,,No,No
A,HC1P6,,,SXA,WB,S4S,3,,No,No
A,HC1P6,,,SXA,WB,S4S,4,,No,No
A,HC1P6,,,SXA,DQ,SXA,1,,No,No
A,HC1P6,,,SXA,DQ,SXA,2,,No,No
A,HC1P6,,,SXA,DQ,SXA,3,,No,No
A,HC1P6,,,SXA,DQ,SXA,4,,No,No
A,HC1P6,,,SXA,HO,SXA,1,,No,No
A,HC1P6,,,SXA,HO,SXA,2,,No,No
A,HC1P6,,,SXA,HO,SXA,3,,No,No
A,HC1P6,,,SXA,HO,SXA,4,,No,No
A,HC1P6,,,SXA,TE,SXA,1,,No,No
A,HC1P6,,,SXA,TE,SXA,2,,No,No
A,HC1P6,,,SXA,TE,SXA,3,,No,No
A,HC1P6,,,SXA,TE,SXA,4,,No,No
A,HC1P6,,,SWA,1A,J5S,1,,No,No
A,HC1P6,,,SWA,1A,J5S,2,,No,No
A,HC1P6,,,SWA,1A,J5S,3,,No,No
A,HC1P6,,,SWA,1A,J5S,4,,No,No
A,HC1P6,,,SWA,1A,J5S,5,,No,No
A,HC1P6,,,SWA,AA,J5S,1,,No,No
A,HC1P6,,,SWA,AA,J5S,2,,No,No
A,HC1P6,,,SWA,AA,J5S,3,,No,No
A,HC1P6,,,SWA,AA,J5S,4,,No,No
A,HC1P6,,,SWA,AA,J5S,5,,No,No
A,HC1P6,,,SWA,UA,J5S,1,,No,No
A,HC1P6,,,SWA,UA,J5S,2,,No,No
A,HC1P6,,,SWA,UA,J5S,3,,No,No
A,HC1P6,,,SWA,UA,J5S,4,,No,No
A,HC1P6,,,SWA,UA,J5S,5,,No,No
A,HC1P6,,,SWA,TW,J5S,1,,No,No
A,HC1P6,,,SWA,TW,J5S,2,,No,No
A,HC1P6,,,SWA,TW,J5S,3,,No,No
A,HC1P6,,,SWA,TW,J5S,4,,No,No
A,HC1P6,,,SWA,TW,J5S,5,,No,No
A,HC1P6,,,SWA,WB,J5S,1,,No,No
A,HC1P6,,,SWA,WB,J5S,2,,No,No
A,HC1P6,,,SWA,WB,J5S,3,,No,No
A,HC1P6,,,SWA,WB,J5S,4,,No,No
A,HC1P6,,,SWA,WB,J5S,5,,No,No
A,HC1P6,,,SWA,DQ,SWA,1,,No,No
A,HC1P6,,,SWA,DQ,SWA,2,,No,No
A,HC1P6,,,SWA,DQ,SWA,3,,No,No
A,HC1P6,,,SWA,DQ,SWA,4,,No,No
A,HC1P6,,,SWA,DQ,SWA,5,,No,No
A,HC1P6,,,SWA,HO,SWA,1,,No,No
A,HC1P6,,,SWA,HO,SWA,2,,No,No
A,HC1P6,,,SWA,HO,SWA,3,,No,No
A,HC1P6,,,SWA,HO,SWA,4,,No,No
A,HC1P6,,,SWA,HO,SWA,5,,No,No
A,HC1P6,,,SWA,TE,SWA,1,,No,No
A,HC1P6,,,SWA,TE,SWA,2,,No,No
A,HC1P6,,,SWA,TE,SWA,3,,No,No
A,HC1P6,,,SWA,TE,SWA,4,,No,No
A,HC1P6,,,SWA,TE,SWA,5,,No,No
A,HC1P6,,,TWC,1A,C1T,1,,No,No
A,HC1P6,,,TWC,1A,C1T,2,,No,No
A,HC1P6,,,TWC,AA,C1T,1,,No,No
A,HC1P6,,,TWC,AA,C1T,2,,No,No
A,HC1P6,,,TWC,UA,C1T,1,,No,No
A,HC1P6,,,TWC,UA,C1T,2,,No,No
A,HC1P6,,,TWC,TW,C1T,1,,No,No
A,HC1P6,,,TWC,TW,C1T,2,,No,No
A,HC1P6,,,TWC,WB,C1T,1,,No,No
A,HC1P6,,,TWC,WB,C1T,2,,No,No
A,HC1P6,,,TWC,DQ,TWC,1,,No,No
A,HC1P6,,,TWC,DQ,TWC,2,,No,No
A,HC1P6,,,TWC,HO,TWC,1,,No,No
A,HC1P6,,,TWC,HO,TWC,2,,No,No
A,HC1P6,,,TWC,TE,TWC,1,,No,No
A,HC1P6,,,TWC,TE,TWC,2,,No,No
A,HC1P7,,,S4AZ,1A,D2S,1,,No,No
A,HC1P7,,,S4AZ,1A,D2S,2,,No,No
A,HC1P7,,,S4AZ,1A,D2S,3,,No,No
A,HC1P7,,,S4AZ,AA,D2S,1,,No,No
A,HC1P7,,,S4AZ,AA,D2S,2,,No,No
A,HC1P7,,,S4AZ,AA,D2S,3,,No,No
A,HC1P7,,,S4AZ,UA,D2S,1,,No,No
A,HC1P7,,,S4AZ,UA,D2S,2,,No,No
A,HC1P7,,,S4AZ,UA,D2S,3,,No,No
A,HC1P7,,,S4AZ,TW,D2S,1,,No,No
A,HC1P7,,,S4AZ,TW,D2S,2,,No,No
A,HC1P7,,,S4AZ,TW,D2S,3,,No,No
A,HC1P7,,,S4AZ,WB,D2S,1,,No,No
A,HC1P7,,,S4AZ,WB,D2S,2,,No,No
A,HC1P7,,,S4AZ,WB,D2S,3,,No,No
A,HC1P7,,,S4AZ,DQ,S4AZ,1,,No,No
A,HC1P7,,,S4AZ,DQ,S4AZ,2,,No,No
A,HC1P7,,,S4AZ,DQ,S4AZ,3,,No,No
A,HC1P7,,,S4AZ,HO,S4AZ,1,,No,No
A,HC1P7,,,S4AZ,HO,S4AZ,2,,No,No
A,HC1P7,,,S4AZ,HO,S4AZ,3,,No,No
A,HC1P7,,,S4AZ,TE,S4AZ,1,,No,No
A,HC1P7,,,S4AZ,TE,S4AZ,2,,No,No
A,HC1P7,,,S4AZ,TE,S4AZ,3,,No,No
A,HC1P7,,,R3CZ,1A,D4S,1,,No,No
A,HC1P7,,,R3CZ,1A,D4S,2,,No,No
A,HC1P7,,,R3CZ,1A,D4S,3,,No,No
A,HC1P7,,,R3CZ,1A,D4S,4,,No,No
A,HC1P7,,,R3CZ,AA,D4S,1,,No,No
A,HC1P7,,,R3CZ,AA,D4S,2,,No,No
A,HC1P7,,,R3CZ,AA,D4S,3,,No,No
A,HC1P7,,,R3CZ,AA,D4S,4,,No,No
A,HC1P7,,,R3CZ,UA,D4S,1,,No,No
A,HC1P7,,,R3CZ,UA,D4S,2,,No,No
A,HC1P7,,,R3CZ,UA,D4S,3,,No,No
A,HC1P7,,,R3CZ,UA,D4S,4,,No,No
A,HC1P7,,,R3CZ,TW,D4S,1,,No,No
A,HC1P7,,,R3CZ,TW,D4S,2,,No,No
A,HC1P7,,,R3CZ,TW,D4S,3,,No,No
A,HC1P7,,,R3CZ,TW,D4S,4,,No,No
A,HC1P7,,,R3CZ,WB,D4S,1,,No,No
A,HC1P7,,,R3CZ,WB,D4S,2,,No,No
A,HC1P7,,,R3CZ,WB,D4S,3,,No,No
A,HC1P7,,,R3CZ,WB,D4S,4,,No,No
A,HC1P7,,,R3CZ,DQ,R3CZ,1,,No,No
A,HC1P7,,,R3CZ,DQ,R3CZ,2,,No,No
A,HC1P7,,,R3CZ,DQ,R3CZ,3,,No,No
A,HC1P7,,,R3CZ,DQ,R3CZ,4,,No,No
A,HC1P7,,,R3CZ,HO,R3CZ,1,,No,No
A,HC1P7,,,R3CZ,HO,R3CZ,2,,No,No
A,HC1P7,,,R3CZ,HO,R3CZ,3,,No,No
A,HC1P7,,,R3CZ,HO,R3CZ,4,,No,No
A,HC1P7,,,R3CZ,TE,R3CZ,1,,No,No
A,HC1P7,,,R3CZ,TE,R3CZ,2,,No,No
A,HC1P7,,,R3CZ,TE,R3CZ,3,,No,No
A,HC1P7,,,R3CZ,TE,R3CZ,4,,No,No
A,HC1P7,,,TWAZ,1A,D2T,1,,No,No
A,HC1P7,,,TWAZ,1A,D2T,2,,No,No
A,HC1P7,,,TWAZ,1A,D2T,3,,No,No
A,HC1P7,,,TWAZ,1A,D2T,4,,No,No
A,HC1P7,,,TWAZ,1A,D2T,5,,No,No
A,HC1P7,,,TWAZ,AA,D2T,1,,No,No
A,HC1P7,,,TWAZ,AA,D2T,2,,No,No
A,HC1P7,,,TWAZ,AA,D2T,3,,No,No
A,HC1P7,,,TWAZ,AA,D2T,4,,No,No
A,HC1P7,,,TWAZ,AA,D2T,5,,No,No
A,HC1P7,,,TWAZ,UA,D2T,1,,No,No
A,HC1P7,,,TWAZ,UA,D2T,2,,No,No
A,HC1P7,,,TWAZ,UA,D2T,3,,No,No
A,HC1P7,,,TWAZ,UA,D2T,4,,No,No
A,HC1P7,,,TWAZ,UA,D2T,5,,No,No
A,HC1P7,,,TWAZ,TW,D2T,1,,No,No
A,HC1P7,,,TWAZ,TW,D2T,2,,No,No
A,HC1P7,,,TWAZ,TW,D2T,3,,No,No
A,HC1P7,,,TWAZ,TW,D2T,4,,No,No
A,HC1P7,,,TWAZ,TW,D2T,5,,No,No
A,HC1P7,,,TWAZ,WB,D2T,1,,No,No
A,HC1P7,,,TWAZ,WB,D2T,2,,No,No
A,HC1P7,,,TWAZ,WB,D2T,3,,No,No
A,HC1P7,,,TWAZ,WB,D2T,4,,No,No
A,HC1P7,,,TWAZ,WB,D2T,5,,No,No
A,HC1P7,,,TWAZ,DQ,TWAZ,1,,No,No
A,HC1P7,,,TWAZ,DQ,TWAZ,2,,No,No
A,HC1P7,,,TWAZ,DQ,TWAZ,3,,No,No
A,HC1P7,,,TWAZ,DQ,TWAZ,4,,No,No
A,HC1P7,,,TWAZ,DQ,TWAZ,5,,No,No
A,HC1P7,,,TWAZ,HO,TWAZ,1,,No,No
A,HC1P7,,,TWAZ,HO,TWAZ,2,,No,No
A,HC1P7,,,TWAZ,HO,TWAZ,3,,No,No
A,HC1P7,,,TWAZ,HO,TWAZ,4,,No,No
A,HC1P7,,,TWAZ,HO,TWAZ,5,,No,No
A,HC1P7,,,TWAZ,TE,TWAZ,1,,No,No
A,HC1P7,,,TWAZ,TE,TWAZ,2,,No,No
A,HC1P7,,,TWAZ,TE,TWAZ,3,,No,No
A,HC1P7,,,TWAZ,TE,TWAZ,4,,No,No
A,HC1P7,,,TWAZ,TE,TWAZ,5,,No,No
A,HC1P7,,,S4A,1A,D1T,1,,No,No
A,HC1P7,,,S4A,1A,D1T,2,,No,No
A,HC1P7,,,S4A,1A,D1T,3,,No,No
A,HC1P7,,,S4A,1A,D1T,4,,No,No
A,HC1P7,,,S4A,AA,D1T,1,,No,No
A,HC1P7,,,S4A,AA,D1T,2,,No,No
A,HC1P7,,,S4A,AA,D1T,3,,No,No
A,HC1P7,,,S4A,AA,D1T,4,,No,No
A,HC1P7,,,S4A,UA,D1T,1,,No,No
A,HC1P7,,,S4A,UA,D1T,2,,No,No
A,HC1P7,,,S4A,UA,D1T,3,,No,No
A,HC1P7,,,S4A,UA,D1T,4,,No,No
A,HC1P7,,,S4A,TW,D1T,1,,No,No
A,HC1P7,,,S4A,TW,D1T,2,,No,No
A,HC1P7,,,S4A,TW,D1T,3,,No,No
A,HC1P7,,,S4A,TW,D1T,4,,No,No
A,HC1P7,,,S4A,WB,D1T,1,,No,No
A,HC1P7,,,S4A,WB,D1T,2,,No,No
A,HC1P7,,,S4A,WB,D1T,3,,No,No
A,HC1P7,,,S4A,WB,D1T,4,,No,No
A,HC1P7,,,S4A,DQ,S4A,1,,No,No
A,HC1P7,,,S4A,DQ,S4A,2,,No,No
A,HC1P7,,,S4A,DQ,S4A,3,,No,No
A,HC1P7,,,S4A,DQ,S4A,4,,No,No
A,HC1P7,,,S4A,HO,S4A,1,,No,No
A,HC1P7,,,S4A,HO,S4A,2,,No,No
A,HC1P7,,,S4A,HO,S4A,3,,No,No
A,HC1P7,,,S4A,HO,S4A,4,,No,No
A,HC1P7,,,S4A,TE,S4A,1,,No,No
A,HC1P7,,,S4A,TE,S4A,2,,No,No
A,HC1P7,,,S4A,TE,S4A,3,,No,No
A,HC1P7,,,S4A,TE,S4A,4,,No,No
A,HC1P7,,,TWCOV,1A,C1T,1,,No,No
A,HC1P7,,,TWCOV,1A,C1T,2,,No,No
A,HC1P7,,,TWCOV,AA,C1T,1,,No,No
A,HC1P7,,,TWCOV,AA,C1T,2,,No,No
A,HC1P7,,,TWCOV,UA,C1T,1,,No,No
A,HC1P7,,,TWCOV,UA,C1T,2,,No,No
A,HC1P7,,,TWCOV,TW,C1T,1,,No,No
A,HC1P7,,,TWCOV,TW,C1T,2,,No,No
A,HC1P7,,,TWCOV,WB,C1T,1,,No,No
A,HC1P7,,,TWCOV,WB,C1T,2,,No,No
A,HC1P7,,,TWCOV,DQ,TWCOV,1,,No,No
A,HC1P7,,,TWCOV,DQ,TWCOV,2,,No,No
A,HC1P7,,,TWCOV,HO,TWCOV,1,,No,No
A,HC1P7,,,TWCOV,HO,TWCOV,2,,No,No
A,HC1P7,,,TWCOV,TE,TWCOV,1,,No,No
A,HC1P7,,,TWCOV,TE,TWCOV,2,,No,No
A,HC1P7,,,SWA,1A,J4S,1,,No,No
A,HC1P7,,,SWA,1A,J4S,2,,No,No
A,HC1P7,,,SWA,1A,J4S,3,,No,No
A,HC1P7,,,SWA,1A,J4S,4,,No,No
A,HC1P7,,,SWA,AA,J4S,1,,No,No
A,HC1P7,,,SWA,AA,J4S,2,,No,No
A,HC1P7,,,SWA,AA,J4S,3,,No,No
A,HC1P7,,,SWA,AA,J4S,4,,No,No
A,HC1P7,,,SWA,UA,J4S,1,,No,No
A,HC1P7,,,SWA,UA,J4S,2,,No,No
A,HC1P7,,,SWA,UA,J4S,3,,No,No
A,HC1P7,,,SWA,UA,J4S,4,,No,No
A,HC1P7,,,SWA,TW,J4S,1,,No,No
A,HC1P7,,,SWA,TW,J4S,2,,No,No
A,HC1P7,,,SWA,TW,J4S,3,,No,No
A,HC1P7,,,SWA,TW,J4S,4,,No,No
A,HC1P7,,,SWA,WB,J4S,1,,No,No
A,HC1P7,,,SWA,WB,J4S,2,,No,No
A,HC1P7,,,SWA,WB,J4S,3,,No,No
A,HC1P7,,,SWA,WB,J4S,4,,No,No
A,HC1P7,,,SWA,DQ,SWA,1,,No,No
A,HC1P7,,,SWA,DQ,SWA,2,,No,No
A,HC1P7,,,SWA,DQ,SWA,3,,No,No
A,HC1P7,,,SWA,DQ,SWA,4,,No,No
A,HC1P7,,,SWA,HO,SWA,1,,No,No
A,HC1P7,,,SWA,HO,SWA,2,,No,No
A,HC1P7,,,SWA,HO,SWA,3,,No,No
A,HC1P7,,,SWA,HO,SWA,4,,No,No
A,HC1P7,,,SWA,TE,SWA,1,,No,No
A,HC1P7,,,SWA,TE,SWA,2,,No,No
A,HC1P7,,,SWA,TE,SWA,3,,No,No
A,HC1P7,,,SWA,TE,SWA,4,,No,No
A,HC1P7,,,SGCZ,1A,D1S,1,,No,No
A,HC1P7,,,SGCZ,AA,D1S,1,,No,No
A,HC1P7,,,SGCZ,UA,D1S,1,,No,No
A,HC1P7,,,SGCZ,TW,D1S,1,,No,No
A,HC1P7,,,SGCZ,WB,D1S,1,,No,No
A,HC1P7,,,SGCZ,DQ,SGCZ,1,,No,No
A,HC1P7,,,SGCZ,HO,SGCZ,1,,No,No
A,HC1P7,,,SGCZ,TE,SGCZ,1,,No,No
A,HC1P7,,,TWAMV,1A,B1T,1,,No,No
A,HC1P7,,,TWAMV,1A,B1T,2,,No,No
A,HC1P7,,,TWAMV,AA,B1T,1,,No,No
A,HC1P7,,,TWAMV,AA,B1T,2,,No,No
A,HC1P7,,,TWAMV,UA,B1T,1,,No,No
A,HC1P7,,,TWAMV,UA,B1T,2,,No,No
A,HC1P7,,,TWAMV,TW,B1T,1,,No,No
A,HC1P7,,,TWAMV,TW,B1T,2,,No,No
A,HC1P7,,,TWAMV,WB,B1T,1,,No,No
A,HC1P7,,,TWAMV,WB,B1T,2,,No,No
A,HC1P7,,,TWAMV,DQ,TWAMV,1,,No,No
A,HC1P7,,,TWAMV,DQ,TWAMV,2,,No,No
A,HC1P7,,,TWAMV,HO,TWAMV,1,,No,No
A,HC1P7,,,TWAMV,HO,TWAMV,2,,No,No
A,HC1P7,,,TWAMV,TE,TWAMV,1,,No,No
A,HC1P7,,,TWAMV,TE,TWAMV,2,,No,No
A,HC1P7,,,S2APS,1A,J2S,1,,No,No
A,HC1P7,,,S2APS,1A,J2S,2,,No,No
A,HC1P7,,,S2APS,AA,J2S,1,,No,No
A,HC1P7,,,S2APS,AA,J2S,2,,No,No
A,HC1P7,,,S2APS,UA,J2S,1,,No,No
A,HC1P7,,,S2APS,UA,J2S,2,,No,No
A,HC1P7,,,S2APS,TW,J2S,1,,No,No
A,HC1P7,,,S2APS,TW,J2S,2,,No,No
A,HC1P7,,,S2APS,WB,J2S,1,,No,No
A,HC1P7,,,S2APS,WB,J2S,2,,No,No
A,HC1P7,,,S2APS,DQ,S2APS,1,,No,No
A,HC1P7,,,S2APS,DQ,S2APS,2,,No,No
A,HC1P7,,,S2APS,HO,S2APS,1,,No,No
A,HC1P7,,,S2APS,HO,S2APS,2,,No,No
A,HC1P7,,,S2APS,TE,S2APS,1,,No,No
A,HC1P7,,,S2APS,TE,S2APS,2,,No,No
A,HC1P7,,,SMB,1A,S4S,1,,No,No
A,HC1P7,,,SMB,1A,S4S,2,,No,No
A,HC1P7,,,SMB,1A,S4S,3,,No,No
A,HC1P7,,,SMB,1A,S4S,4,,No,No
A,HC1P7,,,SMB,AA,S4S,1,,No,No
A,HC1P7,,,SMB,AA,S4S,2,,No,No
A,HC1P7,,,SMB,AA,S4S,3,,No,No
A,HC1P7,,,SMB,AA,S4S,4,,No,No
A,HC1P7,,,SMB,UA,S4S,1,,No,No
A,HC1P7,,,SMB,UA,S4S,2,,No,No
A,HC1P7,,,SMB,UA,S4S,3,,No,No
A,HC1P7,,,SMB,UA,S4S,4,,No,No
A,HC1P7,,,SMB,TW,S4S,1,,No,No
A,HC1P7,,,SMB,TW,S4S,2,,No,No
A,HC1P7,,,SMB,TW,S4S,3,,No,No
A,HC1P7,,,SMB,TW,S4S,4,,No,No
A,HC1P7,,,SMB,WB,S4S,1,,No,No
A,HC1P7,,,SMB,WB,S4S,2,,No,No
A,HC1P7,,,SMB,WB,S4S,3,,No,No
A,HC1P7,,,SMB,WB,S4S,4,,No,No
A,HC1P7,,,SMB,DQ,SMB,1,,No,No
A,HC1P7,,,SMB,DQ,SMB,2,,No,No
A,HC1P7,,,SMB,DQ,SMB,3,,No,No
A,HC1P7,,,SMB,DQ,SMB,4,,No,No
A,HC1P7,,,SMB,HO,SMB,1,,No,No
A,HC1P7,,,SMB,HO,SMB,2,,No,No
A,HC1P7,,,SMB,HO,SMB,3,,No,No
A,HC1P7,,,SMB,HO,SMB,4,,No,No
A,HC1P7,,,SMB,TE,SMB,1,,No,No
A,HC1P7,,,SMB,TE,SMB,2,,No,No
A,HC1P7,,,SMB,TE,SMB,3,,No,No
A,HC1P7,,,SMB,TE,SMB,4,,No,No
A,HC1P7,,,SXA,1A,S2T,1,,No,No
A,HC1P7,,,SXA,1A,S2T,2,,No,No
A,HC1P7,,,SXA,1A,S2T,3,,No,No
A,HC1P7,,,SXA,1A,S2T,4,,No,No
A,HC1P7,,,SXA,AA,S2T,1,,No,No
A,HC1P7,,,SXA,AA,S2T,2,,No,No
A,HC1P7,,,SXA,AA,S2T,3,,No,No
A,HC1P7,,,SXA,AA,S2T,4,,No,No
A,HC1P7,,,SXA,UA,S2T,1,,No,No
A,HC1P7,,,SXA,UA,S2T,2,,No,No
A,HC1P7,,,SXA,UA,S2T,3,,No,No
A,HC1P7,,,SXA,UA,S2T,4,,No,No
A,HC1P7,,,SXA,TW,S2T,1,,No,No
A,HC1P7,,,SXA,TW,S2T,2,,No,No
A,HC1P7,,,SXA,TW,S2T,3,,No,No
A,HC1P7,,,SXA,TW,S2T,4,,No,No
A,HC1P7,,,SXA,WB,S2T,1,,No,No
A,HC1P7,,,SXA,WB,S2T,2,,No,No
A,HC1P7,,,SXA,WB,S2T,3,,No,No
A,HC1P7,,,SXA,WB,S2T,4,,No,No
A,HC1P7,,,SXA,DQ,SXA,1,,No,No
A,HC1P7,,,SXA,DQ,SXA,2,,No,No
A,HC1P7,,,SXA,DQ,SXA,3,,No,No
A,HC1P7,,,SXA,DQ,SXA,4,,No,No
A,HC1P7,,,SXA,HO,SXA,1,,No,No
A,HC1P7,,,SXA,HO,SXA,2,,No,No
A,HC1P7,,,SXA,HO,SXA,3,,No,No
A,HC1P7,,,SXA,HO,SXA,4,,No,No
A,HC1P7,,,SXA,TE,SXA,1,,No,No
A,HC1P7,,,SXA,TE,SXA,2,,No,No
A,HC1P7,,,SXA,TE,SXA,3,,No,No
A,HC1P7,,,SXA,TE,SXA,4,,No,No
A,HC1P7,,,SWB,1A,S1T,1,,No,No
A,HC1P7,,,SWB,1A,S1T,2,,No,No
A,HC1P7,,,SWB,AA,S1T,1,,No,No
A,HC1P7,,,SWB,AA,S1T,2,,No,No
A,HC1P7,,,SWB,UA,S1T,1,,No,No
A,HC1P7,,,SWB,UA,S1T,2,,No,No
A,HC1P7,,,SWB,TW,S1T,1,,No,No
A,HC1P7,,,SWB,TW,S1T,2,,No,No
A,HC1P7,,,SWB,WB,S1T,1,,No,No
A,HC1P7,,,SWB,WB,S1T,2,,No,No
A,HC1P7,,,SWB,DQ,SWB,1,,No,No
A,HC1P7,,,SWB,DQ,SWB,2,,No,No
A,HC1P7,,,SWB,HO,SWB,1,,No,No
A,HC1P7,,,SWB,HO,SWB,2,,No,No
A,HC1P7,,,SWB,TE,SWB,1,,No,No
A,HC1P7,,,SWB,TE,SWB,2,,No,No
A,HC1P7,,,TRCZ,1A,A1T,1,,No,No
A,HC1P7,,,TRCZ,1A,A1T,2,,No,No
A,HC1P7,,,TRCZ,1A,A1T,3,,No,No
A,HC1P7,,,TRCZ,AA,A1T,1,,No,No
A,HC1P7,,,TRCZ,AA,A1T,2,,No,No
A,HC1P7,,,TRCZ,AA,A1T,3,,No,No
A,HC1P7,,,TRCZ,UA,A1T,1,,No,No
A,HC1P7,,,TRCZ,UA,A1T,2,,No,No
A,HC1P7,,,TRCZ,UA,A1T,3,,No,No
A,HC1P7,,,TRCZ,TW,A1T,1,,No,No
A,HC1P7,,,TRCZ,TW,A1T,2,,No,No
A,HC1P7,,,TRCZ,TW,A1T,3,,No,No
A,HC1P7,,,TRCZ,WB,A1T,1,,No,No
A,HC1P7,,,TRCZ,WB,A1T,2,,No,No
A,HC1P7,,,TRCZ,WB,A1T,3,,No,No
