Action,HRID,Tars Key,Rate Level,Product,External System Code,External Code,Nb Pax,Tars Key Type,Declared in Systems,Booking Limit
A,HC1N6,,,R3C,HO,R3C,2,,No,No
A,HC1N6,,,R3C,HO,R3C,3,,No,No
A,HC1N6,,,R3C,HO,R3C,4,,No,No
A,HC1N6,,,R3C,TE,R3C,1,,No,No
A,HC1N6,,,R3C,TE,R3C,2,,No,No
A,HC1N6,,,R3C,TE,R3C,3,,No,No
A,HC1N6,,,R3C,TE,R3C,4,,No,No
A,HC1N6,,,TRA,1A,B2S,1,,No,No
A,HC1N6,,,TRA,1A,B2S,2,,No,No
A,HC1N6,,,TRA,1A,B2S,3,,No,No
A,HC1N6,,,TRA,1A,B2S,4,,No,No
A,HC1N6,,,TRA,AA,B2S,1,,No,No
A,HC1N6,,,TRA,AA,B2S,2,,No,No
A,HC1N6,,,TRA,AA,B2S,3,,No,No
A,HC1N6,,,TRA,AA,B2S,4,,No,No
A,HC1N6,,,TRA,UA,B2S,1,,No,No
A,HC1N6,,,TRA,UA,B2S,2,,No,No
A,HC1N6,,,TRA,UA,B2S,3,,No,No
A,HC1N6,,,TRA,UA,B2S,4,,No,No
A,HC1N6,,,TRA,TW,B2S,1,,No,No
A,HC1N6,,,TRA,TW,B2S,2,,No,No
A,HC1N6,,,TRA,TW,B2S,3,,No,No
A,HC1N6,,,TRA,TW,B2S,4,,No,No
A,HC1N6,,,TRA,WB,B2S,1,,No,No
A,HC1N6,,,TRA,WB,B2S,2,,No,No
A,HC1N6,,,TRA,WB,B2S,3,,No,No
A,HC1N6,,,TRA,WB,B2S,4,,No,No
A,HC1N6,,,TRA,DQ,TRA,1,,No,No
A,HC1N6,,,TRA,DQ,TRA,2,,No,No
A,HC1N6,,,TRA,DQ,TRA,3,,No,No
A,HC1N6,,,TRA,DQ,TRA,4,,No,No
A,HC1N6,,,TRA,HO,TRA,1,,No,No
A,HC1N6,,,TRA,HO,TRA,2,,No,No
A,HC1N6,,,TRA,HO,TRA,3,,No,No
A,HC1N6,,,TRA,HO,TRA,4,,No,No
A,HC1N6,,,TRA,TE,TRA,1,,No,No
A,HC1N6,,,TRA,TE,TRA,2,,No,No
A,HC1N6,,,TRA,TE,TRA,3,,No,No
A,HC1N6,,,TRA,TE,TRA,4,,No,No
A,HC1N6,,,TWBZ,1A,C2S,1,,No,No
A,HC1N6,,,TWBZ,1A,C2S,2,,No,No
A,HC1N6,,,TWBZ,1A,C2S,3,,No,No
A,HC1N6,,,TWBZ,AA,C2S,1,,No,No
A,HC1N6,,,TWBZ,AA,C2S,2,,No,No
A,HC1N6,,,TWBZ,AA,C2S,3,,No,No
A,HC1N6,,,TWBZ,UA,C2S,1,,No,No
A,HC1N6,,,TWBZ,UA,C2S,2,,No,No
A,HC1N6,,,TWBZ,UA,C2S,3,,No,No
A,HC1N6,,,TWBZ,TW,C2S,1,,No,No
A,HC1N6,,,TWBZ,TW,C2S,2,,No,No
A,HC1N6,,,TWBZ,TW,C2S,3,,No,No
A,HC1N6,,,TWBZ,WB,C2S,1,,No,No
A,HC1N6,,,TWBZ,WB,C2S,2,,No,No
A,HC1N6,,,TWBZ,WB,C2S,3,,No,No
A,HC1N6,,,TWBZ,DQ,TWBZ,1,,No,No
A,HC1N6,,,TWBZ,DQ,TWBZ,2,,No,No
A,HC1N6,,,TWBZ,DQ,TWBZ,3,,No,No
A,HC1N6,,,TWBZ,HO,TWBZ,1,,No,No
A,HC1N6,,,TWBZ,HO,TWBZ,2,,No,No
A,HC1N6,,,TWBZ,HO,TWBZ,3,,No,No
A,HC1N6,,,TWBZ,TE,TWBZ,1,,No,No
A,HC1N6,,,TWBZ,TE,TWBZ,2,,No,No
A,HC1N6,,,TWBZ,TE,TWBZ,3,,No,No
A,HC1N6,,,SWB,1A,J5S,1,,No,No
A,HC1N6,,,SWB,1A,J5S,2,,No,No
A,HC1N6,,,SWB,1A,J5S,3,,No,No
A,HC1N6,,,SWB,1A,J5S,4,,No,No
A,HC1N6,,,SWB,1A,J5S,5,,No,No
A,HC1N6,,,SWB,AA,J5S,1,,No,No
A,HC1N6,,,SWB,AA,J5S,2,,No,No
A,HC1N6,,,SWB,AA,J5S,3,,No,No
A,HC1N6,,,SWB,AA,J5S,4,,No,No
A,HC1N6,,,SWB,AA,J5S,5,,No,No
A,HC1N6,,,SWB,UA,J5S,1,,No,No
A,HC1N6,,,SWB,UA,J5S,2,,No,No
A,HC1N6,,,SWB,UA,J5S,3,,No,No
A,HC1N6,,,SWB,UA,J5S,4,,No,No
A,HC1N6,,,SWB,UA,J5S,5,,No,No
A,HC1N6,,,SWB,TW,J5S,1,,No,No
A,HC1N6,,,SWB,TW,J5S,2,,No,No
A,HC1N6,,,SWB,TW,J5S,3,,No,No
A,HC1N6,,,SWB,TW,J5S,4,,No,No
A,HC1N6,,,SWB,TW,J5S,5,,No,No
A,HC1N6,,,SWB,WB,J5S,1,,No,No
A,HC1N6,,,SWB,WB,J5S,2,,No,No
A,HC1N6,,,SWB,WB,J5S,3,,No,No
A,HC1N6,,,SWB,WB,J5S,4,,No,No
A,HC1N6,,,SWB,WB,J5S,5,,No,No
A,HC1N6,,,SWB,DQ,SWB,1,,No,No
A,HC1N6,,,SWB,DQ,SWB,2,,No,No
A,HC1N6,,,SWB,DQ,SWB,3,,No,No
A,HC1N6,,,SWB,DQ,SWB,4,,No,No
A,HC1N6,,,SWB,DQ,SWB,5,,No,No
A,HC1N6,,,SWB,HO,SWB,1,,No,No
A,HC1N6,,,SWB,HO,SWB,2,,No,No
A,HC1N6,,,SWB,HO,SWB,3,,No,No
A,HC1N6,,,SWB,HO,SWB,4,,No,No
A,HC1N6,,,SWB,HO,SWB,5,,No,No
A,HC1N6,,,SWB,TE,SWB,1,,No,No
A,HC1N6,,,SWB,TE,SWB,2,,No,No
A,HC1N6,,,SWB,TE,SWB,3,,No,No
A,HC1N6,,,SWB,TE,SWB,4,,No,No
A,HC1N6,,,SWB,TE,SWB,5,,No,No
A,HC1N6,,,S4AZ,1A,D2T,1,,No,No
A,HC1N6,,,S4AZ,1A,D2T,2,,No,No
A,HC1N6,,,S4AZ,1A,D2T,3,,No,No
A,HC1N6,,,S4AZ,1A,D2T,4,,No,No
A,HC1N6,,,S4AZ,AA,D2T,1,,No,No
A,HC1N6,,,S4AZ,AA,D2T,2,,No,No
A,HC1N6,,,S4AZ,AA,D2T,3,,No,No
A,HC1N6,,,S4AZ,AA,D2T,4,,No,No
A,HC1N6,,,S4AZ,UA,D2T,1,,No,No
A,HC1N6,,,S4AZ,UA,D2T,2,,No,No
A,HC1N6,,,S4AZ,UA,D2T,3,,No,No
A,HC1N6,,,S4AZ,UA,D2T,4,,No,No
A,HC1N6,,,S4AZ,TW,D2T,1,,No,No
A,HC1N6,,,S4AZ,TW,D2T,2,,No,No
A,HC1N6,,,S4AZ,TW,D2T,3,,No,No
A,HC1N6,,,S4AZ,TW,D2T,4,,No,No
A,HC1N6,,,S4AZ,WB,D2T,1,,No,No
A,HC1N6,,,S4AZ,WB,D2T,2,,No,No
A,HC1N6,,,S4AZ,WB,D2T,3,,No,No
A,HC1N6,,,S4AZ,WB,D2T,4,,No,No
A,HC1N6,,,S4AZ,DQ,S4AZ,1,,No,No
A,HC1N6,,,S4AZ,DQ,S4AZ,2,,No,No
A,HC1N6,,,S4AZ,DQ,S4AZ,3,,No,No
A,HC1N6,,,S4AZ,DQ,S4AZ,4,,No,No
A,HC1N6,,,S4AZ,HO,S4AZ,1,,No,No
A,HC1N6,,,S4AZ,HO,S4AZ,2,,No,No
A,HC1N6,,,S4AZ,HO,S4AZ,3,,No,No
A,HC1N6,,,S4AZ,HO,S4AZ,4,,No,No
A,HC1N6,,,S4AZ,TE,S4AZ,1,,No,No
A,HC1N6,,,S4AZ,TE,S4AZ,2,,No,No
A,HC1N6,,,S4AZ,TE,S4AZ,3,,No,No
A,HC1N6,,,S4AZ,TE,S4AZ,4,,No,No
A,HC1N6,,,R3CZ,1A,C8S,1,,No,No
A,HC1N6,,,R3CZ,1A,C8S,2,,No,No
A,HC1N6,,,R3CZ,1A,C8S,3,,No,No
A,HC1N6,,,R3CZ,1A,C8S,4,,No,No
A,HC1N6,,,R3CZ,1A,C8S,5,,No,No
A,HC1N6,,,R3CZ,1A,C8S,6,,No,No
A,HC1N6,,,R3CZ,AA,C8S,1,,No,No
A,HC1N6,,,R3CZ,AA,C8S,2,,No,No
A,HC1N6,,,R3CZ,AA,C8S,3,,No,No
A,HC1N6,,,R3CZ,AA,C8S,4,,No,No
A,HC1N6,,,R3CZ,AA,C8S,5,,No,No
A,HC1N6,,,R3CZ,AA,C8S,6,,No,No
A,HC1N6,,,R3CZ,UA,C8S,1,,No,No
A,HC1N6,,,R3CZ,UA,C8S,2,,No,No
A,HC1N6,,,R3CZ,UA,C8S,3,,No,No
A,HC1N6,,,R3CZ,UA,C8S,4,,No,No
A,HC1N6,,,R3CZ,UA,C8S,5,,No,No
A,HC1N6,,,R3CZ,UA,C8S,6,,No,No
A,HC1N6,,,R3CZ,TW,C8S,1,,No,No
A,HC1N6,,,R3CZ,TW,C8S,2,,No,No
A,HC1N6,,,R3CZ,TW,C8S,3,,No,No
A,HC1N6,,,R3CZ,TW,C8S,4,,No,No
A,HC1N6,,,R3CZ,TW,C8S,5,,No,No
A,HC1N6,,,R3CZ,TW,C8S,6,,No,No
A,HC1N6,,,R3CZ,WB,C8S,1,,No,No
A,HC1N6,,,R3CZ,WB,C8S,2,,No,No
A,HC1N6,,,R3CZ,WB,C8S,3,,No,No
A,HC1N6,,,R3CZ,WB,C8S,4,,No,No
A,HC1N6,,,R3CZ,WB,C8S,5,,No,No
A,HC1N6,,,R3CZ,WB,C8S,6,,No,No
A,HC1N6,,,R3CZ,DQ,R3CZ,1,,No,No
A,HC1N6,,,R3CZ,DQ,R3CZ,2,,No,No
A,HC1N6,,,R3CZ,DQ,R3CZ,3,,No,No
A,HC1N6,,,R3CZ,DQ,R3CZ,4,,No,No
A,HC1N6,,,R3CZ,DQ,R3CZ,5,,No,No
A,HC1N6,,,R3CZ,DQ,R3CZ,6,,No,No
A,HC1N6,,,R3CZ,HO,R3CZ,1,,No,No
A,HC1N6,,,R3CZ,HO,R3CZ,2,,No,No
A,HC1N6,,,R3CZ,HO,R3CZ,3,,No,No
A,HC1N6,,,R3CZ,HO,R3CZ,4,,No,No
A,HC1N6,,,R3CZ,HO,R3CZ,5,,No,No
A,HC1N6,,,R3CZ,HO,R3CZ,6,,No,No
A,HC1N6,,,R3CZ,TE,R3CZ,1,,No,No
A,HC1N6,,,R3CZ,TE,R3CZ,2,,No,No
A,HC1N6,,,R3CZ,TE,R3CZ,3,,No,No
A,HC1N6,,,R3CZ,TE,R3CZ,4,,No,No
A,HC1N6,,,R3CZ,TE,R3CZ,5,,No,No
A,HC1N6,,,R3CZ,TE,R3CZ,6,,No,No
A,HC1N6,,,SXA,1A,S4S,1,,No,No
A,HC1N6,,,SXA,1A,S4S,2,,No,No
A,HC1N6,,,SXA,1A,S4S,3,,No,No
A,HC1N6,,,SXA,1A,S4S,4,,No,No
A,HC1N6,,,SXA,AA,S4S,1,,No,No
A,HC1N6,,,SXA,AA,S4S,2,,No,No
A,HC1N6,,,SXA,AA,S4S,3,,No,No
A,HC1N6,,,SXA,AA,S4S,4,,No,No
A,HC1N6,,,SXA,UA,S4S,1,,No,No
A,HC1N6,,,SXA,UA,S4S,2,,No,No
A,HC1N6,,,SXA,UA,S4S,3,,No,No
A,HC1N6,,,SXA,UA,S4S,4,,No,No
A,HC1N6,,,SXA,TW,S4S,1,,No,No
A,HC1N6,,,SXA,TW,S4S,2,,No,No
A,HC1N6,,,SXA,TW,S4S,3,,No,No
A,HC1N6,,,SXA,TW,S4S,4,,No,No
A,HC1N6,,,SXA,WB,S4S,1,,No,No
A,HC1N6,,,SXA,WB,S4S,2,,No,No
A,HC1N6,,,SXA,WB,S4S,3,,No,No
A,HC1N6,,,SXA,WB,S4S,4,,No,No
A,HC1N6,,,SXA,DQ,SXA,1,,No,No
A,HC1N6,,,SXA,DQ,SXA,2,,No,No
A,HC1N6,,,SXA,DQ,SXA,3,,No,No
A,HC1N6,,,SXA,DQ,SXA,4,,No,No
A,HC1N6,,,SXA,HO,SXA,1,,No,No
A,HC1N6,,,SXA,HO,SXA,2,,No,No
A,HC1N6,,,SXA,HO,SXA,3,,No,No
A,HC1N6,,,SXA,HO,SXA,4,,No,No
A,HC1N6,,,SXA,TE,SXA,1,,No,No
A,HC1N6,,,SXA,TE,SXA,2,,No,No
A,HC1N6,,,SXA,TE,SXA,3,,No,No
A,HC1N6,,,SXA,TE,SXA,4,,No,No
A,HC1N6,,,SWA,1A,S6S,1,,No,No
A,HC1N6,,,SWA,1A,S6S,2,,No,No
A,HC1N6,,,SWA,1A,S6S,3,,No,No
A,HC1N6,,,SWA,1A,S6S,4,,No,No
A,HC1N6,,,SWA,1A,S6S,5,,No,No
A,HC1N6,,,SWA,1A,S6S,6,,No,No
A,HC1N6,,,SWA,AA,S6S,1,,No,No
A,HC1N6,,,SWA,AA,S6S,2,,No,No
A,HC1N6,,,SWA,AA,S6S,3,,No,No
A,HC1N6,,,SWA,AA,S6S,4,,No,No
A,HC1N6,,,SWA,AA,S6S,5,,No,No
A,HC1N6,,,SWA,AA,S6S,6,,No,No
A,HC1N6,,,SWA,UA,S6S,1,,No,No
A,HC1N6,,,SWA,UA,S6S,2,,No,No
A,HC1N6,,,SWA,UA,S6S,3,,No,No
A,HC1N6,,,SWA,UA,S6S,4,,No,No
A,HC1N6,,,SWA,UA,S6S,5,,No,No
A,HC1N6,,,SWA,UA,S6S,6,,No,No
A,HC1N6,,,SWA,TW,S6S,1,,No,No
A,HC1N6,,,SWA,TW,S6S,2,,No,No
A,HC1N6,,,SWA,TW,S6S,3,,No,No
A,HC1N6,,,SWA,TW,S6S,4,,No,No
A,HC1N6,,,SWA,TW,S6S,5,,No,No
A,HC1N6,,,SWA,TW,S6S,6,,No,No
A,HC1N6,,,SWA,WB,S6S,1,,No,No
A,HC1N6,,,SWA,WB,S6S,2,,No,No
A,HC1N6,,,SWA,WB,S6S,3,,No,No
A,HC1N6,,,SWA,WB,S6S,4,,No,No
A,HC1N6,,,SWA,WB,S6S,5,,No,No
A,HC1N6,,,SWA,WB,S6S,6,,No,No
A,HC1N6,,,SWA,DQ,SWA,1,,No,No
A,HC1N6,,,SWA,DQ,SWA,2,,No,No
A,HC1N6,,,SWA,DQ,SWA,3,,No,No
A,HC1N6,,,SWA,DQ,SWA,4,,No,No
A,HC1N6,,,SWA,DQ,SWA,5,,No,No
A,HC1N6,,,SWA,DQ,SWA,6,,No,No
A,HC1N6,,,SWA,HO,SWA,1,,No,No
A,HC1N6,,,SWA,HO,SWA,2,,No,No
A,HC1N6,,,SWA,HO,SWA,3,,No,No
A,HC1N6,,,SWA,HO,SWA,4,,No,No
A,HC1N6,,,SWA,HO,SWA,5,,No,No
A,HC1N6,,,SWA,HO,SWA,6,,No,No
A,HC1N6,,,SWA,TE,SWA,1,,No,No
A,HC1N6,,,SWA,TE,SWA,2,,No,No
A,HC1N6,,,SWA,TE,SWA,3,,No,No
A,HC1N6,,,SWA,TE,SWA,4,,No,No
A,HC1N6,,,SWA,TE,SWA,5,,No,No
A,HC1N6,,,SWA,TE,SWA,6,,No,No
A,HC1N6,,,TWC,1A,D1T,1,,No,No
A,HC1N6,,,TWC,1A,D1T,2,,No,No
A,HC1N6,,,TWC,AA,D1T,1,,No,No
A,HC1N6,,,TWC,AA,D1T,2,,No,No
A,HC1N6,,,TWC,UA,D1T,1,,No,No
A,HC1N6,,,TWC,UA,D1T,2,,No,No
A,HC1N6,,,TWC,TW,D1T,1,,No,No
A,HC1N6,,,TWC,TW,D1T,2,,No,No
A,HC1N6,,,TWC,WB,D1T,1,,No,No
A,HC1N6,,,TWC,WB,D1T,2,,No,No
A,HC1N6,,,TWC,DQ,TWC,1,,No,No
A,HC1N6,,,TWC,DQ,TWC,2,,No,No
A,HC1N6,,,TWC,HO,TWC,1,,No,No
A,HC1N6,,,TWC,HO,TWC,2,,No,No
A,HC1N6,,,TWC,TE,TWC,1,,No,No
A,HC1N6,,,TWC,TE,TWC,2,,No,No
A,HC1N6,,,S4A,1A,B4S,1,,No,No
A,HC1N6,,,S4A,1A,B4S,2,,No,No
A,HC1N6,,,S4A,1A,B4S,3,,No,No
A,HC1N6,,,S4A,1A,B4S,4,,No,No
A,HC1N6,,,S4A,AA,B4S,1,,No,No
A,HC1N6,,,S4A,AA,B4S,2,,No,No
A,HC1N6,,,S4A,AA,B4S,3,,No,No
A,HC1N6,,,S4A,AA,B4S,4,,No,No
A,HC1N6,,,S4A,UA,B4S,1,,No,No
A,HC1N6,,,S4A,UA,B4S,2,,No,No
A,HC1N6,,,S4A,UA,B4S,3,,No,No
A,HC1N6,,,S4A,UA,B4S,4,,No,No
A,HC1N6,,,S4A,TW,B4S,1,,No,No
A,HC1N6,,,S4A,TW,B4S,2,,No,No
A,HC1N6,,,S4A,TW,B4S,3,,No,No
A,HC1N6,,,S4A,TW,B4S,4,,No,No
A,HC1N6,,,S4A,WB,B4S,1,,No,No
A,HC1N6,,,S4A,WB,B4S,2,,No,No
A,HC1N6,,,S4A,WB,B4S,3,,No,No
A,HC1N6,,,S4A,WB,B4S,4,,No,No
A,HC1N6,,,S4A,DQ,S4A,1,,No,No
A,HC1N6,,,S4A,DQ,S4A,2,,No,No
A,HC1N6,,,S4A,DQ,S4A,3,,No,No
A,HC1N6,,,S4A,DQ,S4A,4,,No,No
A,HC1N6,,,S4A,HO,S4A,1,,No,No
A,HC1N6,,,S4A,HO,S4A,2,,No,No
A,HC1N6,,,S4A,HO,S4A,3,,No,No
A,HC1N6,,,S4A,HO,S4A,4,,No,No
A,HC1N6,,,S4A,TE,S4A,1,,No,No
A,HC1N6,,,S4A,TE,S4A,2,,No,No
A,HC1N6,,,S4A,TE,S4A,3,,No,No
A,HC1N6,,,S4A,TE,S4A,4,,No,No
A,HC1N6,,,SWC,1A,S5S,1,,No,No
A,HC1N6,,,SWC,1A,S5S,2,,No,No
A,HC1N6,,,SWC,1A,S5S,3,,No,No
A,HC1N6,,,SWC,1A,S5S,4,,No,No
A,HC1N6,,,SWC,1A,S5S,5,,No,No
A,HC1N6,,,SWC,AA,S5S,1,,No,No
A,HC1N6,,,SWC,AA,S5S,2,,No,No
A,HC1N6,,,SWC,AA,S5S,3,,No,No
A,HC1N6,,,SWC,AA,S5S,4,,No,No
A,HC1N6,,,SWC,AA,S5S,5,,No,No
A,HC1N6,,,SWC,UA,S5S,1,,No,No
A,HC1N6,,,SWC,UA,S5S,2,,No,No
A,HC1N6,,,SWC,UA,S5S,3,,No,No
A,HC1N6,,,SWC,UA,S5S,4,,No,No
A,HC1N6,,,SWC,UA,S5S,5,,No,No
A,HC1N6,,,SWC,TW,S5S,1,,No,No
A,HC1N6,,,SWC,TW,S5S,2,,No,No
A,HC1N6,,,SWC,TW,S5S,3,,No,No
A,HC1N6,,,SWC,TW,S5S,4,,No,No
A,HC1N6,,,SWC,TW,S5S,5,,No,No
A,HC1N6,,,SWC,WB,S5S,1,,No,No
A,HC1N6,,,SWC,WB,S5S,2,,No,No
A,HC1N6,,,SWC,WB,S5S,3,,No,No
A,HC1N6,,,SWC,WB,S5S,4,,No,No
A,HC1N6,,,SWC,WB,S5S,5,,No,No
A,HC1N6,,,SWC,DQ,SWC,1,,No,No
A,HC1N6,,,SWC,DQ,SWC,2,,No,No
A,HC1N6,,,SWC,DQ,SWC,3,,No,No
A,HC1N6,,,SWC,DQ,SWC,4,,No,No
A,HC1N6,,,SWC,DQ,SWC,5,,No,No
A,HC1N6,,,SWC,HO,SWC,1,,No,No
A,HC1N6,,,SWC,HO,SWC,2,,No,No
A,HC1N6,,,SWC,HO,SWC,3,,No,No
A,HC1N6,,,SWC,HO,SWC,4,,No,No
A,HC1N6,,,SWC,HO,SWC,5,,No,No
A,HC1N6,,,SWC,TE,SWC,1,,No,No
A,HC1N6,,,SWC,TE,SWC,2,,No,No
A,HC1N6,,,SWC,TE,SWC,3,,No,No
A,HC1N6,,,SWC,TE,SWC,4,,No,No
A,HC1N6,,,SWC,TE,SWC,5,,No,No
A,HC1N6,,,TWBMVZ,1A,C1T,1,,No,No
A,HC1N6,,,TWBMVZ,1A,C1T,2,,No,No
A,HC1N6,,,TWBMVZ,1A,C1T,3,,No,No
A,HC1N6,,,TWBMVZ,AA,C1T,1,,No,No
A,HC1N6,,,TWBMVZ,AA,C1T,2,,No,No
A,HC1N6,,,TWBMVZ,AA,C1T,3,,No,No
A,HC1N6,,,TWBMVZ,UA,C1T,1,,No,No
A,HC1N6,,,TWBMVZ,UA,C1T,2,,No,No
A,HC1N6,,,TWBMVZ,UA,C1T,3,,No,No
A,HC1N6,,,TWBMVZ,TW,C1T,1,,No,No
A,HC1N6,,,TWBMVZ,TW,C1T,2,,No,No
A,HC1N6,,,TWBMVZ,TW,C1T,3,,No,No
A,HC1N6,,,TWBMVZ,WB,C1T,1,,No,No
A,HC1N6,,,TWBMVZ,WB,C1T,2,,No,No
A,HC1N6,,,TWBMVZ,WB,C1T,3,,No,No
A,HC1N6,,,TWBMVZ,DQ,TWBMVZ,1,,No,No
A,HC1N6,,,TWBMVZ,DQ,TWBMVZ,2,,No,No
A,HC1N6,,,TWBMVZ,DQ,TWBMVZ,3,,No,No
A,HC1N6,,,TWBMVZ,HO,TWBMVZ,1,,No,No
A,HC1N6,,,TWBMVZ,HO,TWBMVZ,2,,No,No
A,HC1N6,,,TWBMVZ,HO,TWBMVZ,3,,No,No
A,HC1N6,,,TWBMVZ,TE,TWBMVZ,1,,No,No
A,HC1N6,,,TWBMVZ,TE,TWBMVZ,2,,No,No
A,HC1N6,,,TWBMVZ,TE,TWBMVZ,3,,No,No
A,HC1N6,,,TRAZ,1A,B1T,1,,No,No
A,HC1N6,,,TRAZ,1A,B1T,2,,No,No
A,HC1N6,,,TRAZ,1A,B1T,3,,No,No
A,HC1N6,,,TRAZ,1A,B1T,4,,No,No
A,HC1N6,,,TRAZ,AA,B1T,1,,No,No
A,HC1N6,,,TRAZ,AA,B1T,2,,No,No
A,HC1N6,,,TRAZ,AA,B1T,3,,No,No
A,HC1N6,,,TRAZ,AA,B1T,4,,No,No
A,HC1N6,,,TRAZ,UA,B1T,1,,No,No
A,HC1N6,,,TRAZ,UA,B1T,2,,No,No
A,HC1N6,,,TRAZ,UA,B1T,3,,No,No
A,HC1N6,,,TRAZ,UA,B1T,4,,No,No
A,HC1N6,,,TRAZ,TW,B1T,1,,No,No
A,HC1N6,,,TRAZ,TW,B1T,2,,No,No
A,HC1N6,,,TRAZ,TW,B1T,3,,No,No
A,HC1N6,,,TRAZ,TW,B1T,4,,No,No
A,HC1N6,,,TRAZ,WB,B1T,1,,No,No
A,HC1N6,,,TRAZ,WB,B1T,2,,No,No
A,HC1N6,,,TRAZ,WB,B1T,3,,No,No
A,HC1N6,,,TRAZ,WB,B1T,4,,No,No
A,HC1N6,,,TRAZ,DQ,TRAZ,1,,No,No
A,HC1N6,,,TRAZ,DQ,TRAZ,2,,No,No
A,HC1N6,,,TRAZ,DQ,TRAZ,3,,No,No
A,HC1N6,,,TRAZ,DQ,TRAZ,4,,No,No
A,HC1N6,,,TRAZ,HO,TRAZ,1,,No,No
A,HC1N6,,,TRAZ,HO,TRAZ,2,,No,No
A,HC1N6,,,TRAZ,HO,TRAZ,3,,No,No
A,HC1N6,,,TRAZ,HO,TRAZ,4,,No,No
A,HC1N6,,,TRAZ,TE,TRAZ,1,,No,No
A,HC1N6,,,TRAZ,TE,TRAZ,2,,No,No
A,HC1N6,,,TRAZ,TE,TRAZ,3,,No,No
A,HC1N6,,,TRAZ,TE,TRAZ,4,,No,No
A,HC1N6,,,S4C,1A,C4S,1,,No,No
A,HC1N6,,,S4C,1A,C4S,2,,No,No
A,HC1N6,,,S4C,1A,C4S,3,,No,No
A,HC1N6,,,S4C,1A,C4S,4,,No,No
A,HC1N6,,,S4C,AA,C4S,1,,No,No
A,HC1N6,,,S4C,AA,C4S,2,,No,No
A,HC1N6,,,S4C,AA,C4S,3,,No,No
A,HC1N6,,,S4C,AA,C4S,4,,No,No
A,HC1N6,,,S4C,UA,C4S,1,,No,No
A,HC1N6,,,S4C,UA,C4S,2,,No,No
A,HC1N6,,,S4C,UA,C4S,3,,No,No
A,HC1N6,,,S4C,UA,C4S,4,,No,No
A,HC1N6,,,S4C,TW,C4S,1,,No,No
A,HC1N6,,,S4C,TW,C4S,2,,No,No
A,HC1N6,,,S4C,TW,C4S,3,,No,No
A,HC1N6,,,S4C,TW,C4S,4,,No,No
A,HC1N6,,,S4C,WB,C4S,1,,No,No
A,HC1N6,,,S4C,WB,C4S,2,,No,No
A,HC1N6,,,S4C,WB,C4S,3,,No,No
A,HC1N6,,,S4C,WB,C4S,4,,No,No
A,HC1N6,,,S4C,DQ,S4C,1,,No,No
A,HC1N6,,,S4C,DQ,S4C,2,,No,No
A,HC1N6,,,S4C,DQ,S4C,3,,No,No
A,HC1N6,,,S4C,DQ,S4C,4,,No,No
A,HC1N6,,,S4C,HO,S4C,1,,No,No
A,HC1N6,,,S4C,HO,S4C,2,,No,No
A,HC1N6,,,S4C,HO,S4C,3,,No,No
A,HC1N6,,,S4C,HO,S4C,4,,No,No
A,HC1N6,,,S4C,TE,S4C,1,,No,No
A,HC1N6,,,S4C,TE,S4C,2,,No,No
A,HC1N6,,,S4C,TE,S4C,3,,No,No
A,HC1N6,,,S4C,TE,S4C,4,,No,No
A,HC1N6,,,TWA,1A,A1T,1,,No,No
A,HC1N6,,,TWA,1A,A1T,2,,No,No
A,HC1N6,,,TWA,1A,A1T,3,,No,No
A,HC1N6,,,TWA,AA,A1T,1,,No,No
A,HC1N6,,,TWA,AA,A1T,2,,No,No
A,HC1N6,,,TWA,AA,A1T,3,,No,No
A,HC1N6,,,TWA,UA,A1T,1,,No,No
A,HC1N6,,,TWA,UA,A1T,2,,No,No
A,HC1N6,,,TWA,UA,A1T,3,,No,No
A,HC1N6,,,TWA,TW,A1T,1,,No,No
A,HC1N6,,,TWA,TW,A1T,2,,No,No
A,HC1N6,,,TWA,TW,A1T,3,,No,No
A,HC1N6,,,TWA,WB,A1T,1,,No,No
A,HC1N6,,,TWA,WB,A1T,2,,No,No
A,HC1N6,,,TWA,WB,A1T,3,,No,No
A,HC1N6,,,TWA,DQ,TWA,1,,No,No
A,HC1N6,,,TWA,DQ,TWA,2,,No,No
A,HC1N6,,,TWA,DQ,TWA,3,,No,No
A,HC1N6,,,TWA,HO,TWA,1,,No,No
A,HC1N6,,,TWA,HO,TWA,2,,No,No
A,HC1N6,,,TWA,HO,TWA,3,,No,No
A,HC1N6,,,TWA,TE,TWA,1,,No,No
A,HC1N6,,,TWA,TE,TWA,2,,No,No
A,HC1N6,,,TWA,TE,TWA,3,,No,No
A,HC1N7,,,TRCZ,1A,D2S,1,,No,No
A,HC1N7,,,TRCZ,1A,D2S,2,,No,No
A,HC1N7,,,TRCZ,1A,D2S,3,,No,No
A,HC1N7,,,TRCZ,AA,D2S,1,,No,No
A,HC1N7,,,TRCZ,AA,D2S,2,,No,No
A,HC1N7,,,TRCZ,AA,D2S,3,,No,No
A,HC1N7,,,TRCZ,UA,D2S,1,,No,No
A,HC1N7,,,TRCZ,UA,D2S,2,,No,No
A,HC1N7,,,TRCZ,UA,D2S,3,,No,No
A,HC1N7,,,TRCZ,TW,D2S,1,,No,No
A,HC1N7,,,TRCZ,TW,D2S,2,,No,No
A,HC1N7,,,TRCZ,TW,D2S,3,,No,No
A,HC1N7,,,TRCZ,WB,D2S,1,,No,No
